Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Customer_For,Age,Spent,Living_With,Children,Family_Size,Is_Parent
Postgraduate,73450.0,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,206,32,1804,Partner,0,2,0
Graduate,31454.0,1,1,40,28,0,11,0,0,9,3,2,0,3,8,358,54,48,Partner,2,4,1
Graduate,47139.0,1,1,2,46,0,12,0,2,23,2,2,1,2,7,115,62,83,Alone,2,3,1
Graduate,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,264,39,1862,Alone,0,1,0
Postgraduate,53378.0,1,1,41,489,6,152,8,6,132,10,9,4,6,8,643,51,793,Partner,2,4,1
Graduate,19656.0,1,0,94,25,4,9,6,8,32,3,2,1,3,7,506,44,84,Partner,1,3,1
Postgraduate,45579.0,0,1,10,145,1,33,2,1,1,1,4,1,4,6,313,66,183,Partner,1,3,1
Undergraduate,85485.0,0,0,73,630,26,611,44,18,54,1,6,6,6,2,8,56,1383,Alone,0,1,0
Graduate,55956.0,0,0,22,760,38,104,50,9,38,2,7,3,4,4,83,70,999,Partner,0,2,0
Postgraduate,64191.0,0,1,30,420,15,186,151,38,15,3,5,3,13,3,523,51,825,Alone,1,2,1
Graduate,38808.0,1,0,21,125,17,52,3,19,30,4,5,1,4,8,672,42,246,Alone,1,2,1
Postgraduate,57183.0,1,1,51,464,5,64,7,0,70,8,9,1,7,8,467,48,610,Partner,2,4,1
Postgraduate,23748.0,1,0,97,6,6,29,12,15,8,3,2,1,3,8,585,46,76,Alone,1,2,1
Graduate,66303.0,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,488,43,1286,Partner,1,3,1
Postgraduate,37368.0,1,0,4,3,2,11,2,2,10,1,1,0,2,6,195,39,30,Partner,1,3,1
Graduate,40800.0,1,2,77,24,0,27,8,30,10,2,3,0,3,7,544,50,99,Partner,3,5,1
Graduate,71847.0,0,0,95,737,21,106,55,63,210,0,6,7,9,3,646,36,1192,Alone,0,1,0
Graduate,46149.0,0,1,36,254,6,71,4,0,27,5,5,1,7,5,212,39,362,Partner,1,3,1
Graduate,78687.0,0,0,13,817,185,687,145,55,241,1,4,6,8,2,689,31,2130,Partner,0,2,0
Undergraduate,49118.0,0,0,90,620,54,239,99,98,119,2,9,7,10,7,680,43,1229,Alone,0,1,0
Postgraduate,37633.0,1,1,49,13,4,20,0,0,1,2,1,0,3,9,647,57,38,Partner,2,4,1
Postgraduate,39767.0,0,0,18,113,61,204,34,26,47,2,7,1,7,8,343,63,485,Partner,0,2,0
Undergraduate,26997.0,0,0,89,7,23,78,133,49,144,2,4,2,5,7,601,63,434,Partner,0,2,0
Graduate,33986.0,1,0,43,16,2,18,2,1,5,1,1,0,3,7,472,44,44,Alone,1,2,1
Postgraduate,57091.0,0,1,82,462,0,24,6,0,4,2,9,2,5,7,583,42,496,Partner,1,3,1
Undergraduate,46831.0,1,1,84,22,2,10,6,4,34,2,1,2,2,4,386,45,78,Partner,2,4,1
Postgraduate,83151.0,0,0,80,968,147,842,137,42,210,1,5,7,10,2,504,42,2346,Partner,0,2,0
Graduate,52531.0,0,0,68,283,112,151,51,72,125,2,7,2,10,6,546,43,794,Partner,0,2,0
Graduate,15759.0,0,0,12,1,2,5,6,0,3,1,1,0,2,7,297,58,17,Partner,0,2,0
Graduate,22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,333,43,26,Alone,1,2,1
Undergraduate,43050.0,1,0,10,30,5,24,6,3,8,2,2,0,4,5,103,41,76,Partner,1,3,1
Postgraduate,42997.0,1,1,91,4,0,5,0,1,5,1,1,0,2,7,204,37,15,Alone,2,3,1
Postgraduate,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,78,51,62,Alone,2,3,1
Postgraduate,60033.0,0,1,28,62,1,57,19,11,48,2,2,1,5,2,92,60,198,Partner,1,3,1
Postgraduate,34043.0,1,0,97,20,2,14,3,0,10,1,2,0,2,9,247,36,49,Partner,1,3,1
Graduate,57811.0,0,1,49,545,7,114,37,21,78,5,7,2,11,5,370,48,802,Partner,1,3,1
Graduate,78569.0,0,0,14,558,79,622,207,175,95,1,4,6,4,1,130,68,1736,Partner,0,2,0
Graduate,7500.0,1,1,5,6,5,4,13,4,25,4,2,1,3,6,549,36,57,Alone,2,3,1
Postgraduate,157733.0,1,0,37,39,1,9,2,0,8,0,1,0,1,1,390,43,59,Partner,1,3,1
Graduate,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,482,61,2302,Partner,0,2,0
Undergraduate,23148.0,0,0,83,4,6,8,6,3,10,1,2,0,3,7,131,29,37,Partner,0,2,0
Graduate,44267.0,1,1,48,183,5,65,3,5,49,5,5,2,4,9,489,44,310,Alone,2,3,1
Graduate,71626.0,0,0,94,546,72,376,94,145,72,1,5,5,8,3,605,35,1305,Partner,0,2,0
Graduate,60894.0,0,1,61,606,7,155,10,0,54,5,10,3,8,7,366,48,832,Partner,1,3,1
Graduate,50200.0,1,1,70,266,6,51,8,6,64,6,7,1,5,8,452,38,401,Partner,2,4,1
Postgraduate,81051.0,0,0,43,1142,29,249,38,29,14,1,5,5,12,2,37,49,1501,Partner,0,2,0
Graduate,65169.0,0,0,23,1074,0,69,0,0,46,1,10,4,13,6,166,32,1189,Partner,0,2,0
Graduate,59868.0,0,1,37,771,51,154,54,10,154,7,11,2,12,6,342,42,1194,Partner,1,3,1
Postgraduate,65695.0,0,1,50,371,32,189,0,58,6,2,5,4,10,4,149,54,656,Partner,1,3,1
Postgraduate,64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,583,58,1540,Alone,0,1,0
Postgraduate,45143.0,0,1,74,202,5,74,11,5,14,3,6,1,5,7,307,49,311,Partner,1,3,1
Undergraduate,74805.0,0,1,14,209,162,209,41,162,37,5,4,7,10,2,235,59,820,Partner,1,3,1
Undergraduate,59060.0,1,0,77,35,40,111,36,40,12,3,3,1,7,4,169,25,274,Partner,1,3,1
Postgraduate,27238.0,1,1,39,37,0,17,0,0,3,3,3,0,3,9,435,52,57,Alone,2,3,1
Graduate,47009.0,0,1,89,171,45,73,59,10,90,4,3,2,8,4,271,49,448,Partner,1,3,1
Undergraduate,46094.0,1,1,62,12,2,20,3,2,5,1,1,0,3,7,19,41,44,Partner,2,4,1
Graduate,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,335,42,102,Partner,2,4,1
Graduate,37235.0,1,0,68,20,2,9,4,6,20,1,1,1,2,4,148,30,61,Partner,1,3,1
Postgraduate,81843.0,0,0,13,779,86,537,34,69,138,1,5,9,12,3,433,54,1643,Partner,0,2,0
Postgraduate,46692.0,0,1,37,170,6,97,24,12,88,3,6,1,5,6,388,56,397,Partner,1,3,1
Graduate,77382.0,0,1,36,491,48,231,112,105,134,2,5,7,12,1,173,46,1121,Partner,1,3,1
Graduate,37774.0,2,0,28,173,8,107,7,2,176,4,7,2,3,9,664,37,473,Alone,2,3,1
Undergraduate,18393.0,1,0,2,7,10,13,16,0,4,2,3,0,3,8,92,40,50,Partner,1,3,1
Postgraduate,72828.0,0,1,17,1205,0,235,19,14,205,6,6,3,13,7,500,52,1678,Partner,1,3,1
Graduate,24711.0,0,0,86,10,7,25,6,3,7,1,3,0,3,7,72,32,58,Partner,0,2,0
Postgraduate,45503.0,1,0,54,97,4,44,6,1,18,1,3,1,4,5,277,39,170,Partner,1,3,1
Postgraduate,6560.0,0,0,2,67,11,26,4,3,262,0,1,0,1,17,199,32,373,Alone,0,1,0
Postgraduate,71604.0,0,0,3,345,53,528,98,75,97,1,8,3,5,4,224,69,1196,Partner,0,2,0
Graduate,27244.0,1,0,84,6,5,17,3,24,46,2,2,2,2,7,114,35,101,Partner,1,3,1
Graduate,48752.0,1,1,8,73,57,100,71,15,0,5,6,1,5,9,564,45,316,Partner,2,4,1
Graduate,71434.0,0,1,4,711,36,217,172,96,168,3,7,4,7,4,284,52,1400,Partner,1,3,1
Graduate,90842.0,0,0,57,774,70,118,182,187,93,1,4,9,13,1,335,66,1424,Alone,0,1,0
Postgraduate,88097.0,1,0,24,163,0,480,0,126,75,1,6,5,8,9,680,36,844,Partner,1,3,1
Graduate,51948.0,0,1,51,82,33,54,71,30,41,2,5,2,4,5,285,39,311,Partner,1,3,1
Graduate,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,417,32,1149,Partner,0,2,0
Postgraduate,35876.0,0,0,13,66,2,40,4,3,14,1,3,1,3,6,70,31,129,Partner,0,2,0
Graduate,40049.0,0,1,23,13,6,7,0,3,3,1,1,0,3,6,256,62,32,Alone,1,2,1
Graduate,39660.0,1,0,36,139,13,78,20,13,36,3,7,1,3,9,690,32,299,Alone,1,2,1
Graduate,50127.0,0,1,88,274,0,21,4,6,15,1,5,1,6,6,31,52,320,Partner,1,3,1
Postgraduate,43263.0,0,1,2,262,6,61,0,10,102,3,5,2,6,5,585,37,441,Partner,1,3,1
Postgraduate,62845.0,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,636,65,1178,Partner,2,4,1
Graduate,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,498,24,85,Partner,0,2,0
Undergraduate,24367.0,1,0,58,2,4,2,0,11,5,1,1,0,2,9,466,32,24,Alone,1,2,1
Graduate,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,494,39,112,Alone,1,2,1
Undergraduate,26887.0,0,1,27,6,7,4,3,4,6,1,1,0,3,6,504,55,30,Partner,1,3,1
Postgraduate,50150.0,0,0,32,135,46,92,65,61,11,2,5,2,7,5,374,31,410,Partner,0,2,0
Graduate,62061.0,0,1,12,641,7,84,0,30,38,3,10,4,7,6,302,38,800,Partner,1,3,1
Postgraduate,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,422,52,1313,Alone,0,1,0
Postgraduate,76542.0,0,0,91,794,73,573,0,29,14,1,4,8,10,2,456,58,1483,Partner,0,2,0
Graduate,70515.0,0,0,12,420,0,452,182,64,140,1,6,6,4,2,251,21,1258,Alone,0,1,0
Graduate,18227.0,1,0,21,1,2,7,4,3,11,1,0,1,2,8,598,27,28,Partner,1,3,1
Graduate,69139.0,0,1,23,86,12,75,33,15,6,1,4,1,5,4,153,49,227,Partner,1,3,1
Graduate,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,597,32,1555,Partner,0,2,0
Graduate,69627.0,0,1,35,231,161,215,171,30,53,2,8,2,11,5,469,52,861,Alone,1,2,1
Graduate,38136.0,1,0,69,8,15,27,0,20,33,2,3,1,2,8,433,36,103,Partner,1,3,1
Postgraduate,62159.0,0,0,68,182,17,259,77,70,29,1,6,2,10,4,62,68,634,Alone,0,1,0
Graduate,80695.0,0,0,85,557,129,984,193,37,18,1,5,8,5,2,182,51,1918,Alone,0,1,0
Postgraduate,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,268,43,131,Alone,2,3,1
Graduate,58554.0,1,1,55,368,24,68,38,0,88,6,8,2,6,7,641,46,586,Partner,2,4,1
Undergraduate,17256.0,1,0,10,6,4,14,8,8,22,2,2,1,2,8,218,22,62,Partner,1,3,1
Graduate,53034.0,1,1,30,160,15,196,15,11,50,8,6,1,7,8,395,40,447,Alone,2,3,1
Undergraduate,52203.0,0,0,36,488,21,238,56,108,28,1,8,7,11,6,698,64,939,Partner,0,2,0
Undergraduate,59601.0,0,1,14,691,7,69,0,7,23,4,2,2,7,8,339,37,797,Alone,1,2,1
Postgraduate,75154.0,0,1,79,543,10,205,160,143,82,1,6,3,6,3,663,56,1143,Alone,1,2,1
Graduate,47025.0,0,1,52,254,7,108,20,0,26,3,6,3,5,6,234,38,415,Alone,1,2,1
Graduate,37971.0,1,0,97,5,4,10,2,2,7,1,1,0,3,8,216,41,30,Partner,1,3,1
Postgraduate,41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,185,46,187,Alone,1,2,1
Graduate,67267.0,0,1,0,134,11,59,15,2,30,1,3,2,5,2,47,56,251,Partner,1,3,1
Graduate,57338.0,0,1,96,143,6,52,11,8,17,2,4,1,5,5,61,39,237,Alone,1,2,1
Undergraduate,50523.0,1,1,89,51,4,24,4,7,1,2,2,0,4,6,186,54,91,Partner,2,4,1
Postgraduate,35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,419,49,35,Alone,3,4,1
Postgraduate,50611.0,0,1,98,459,0,24,6,0,4,6,4,5,7,6,633,54,493,Alone,1,2,1
Postgraduate,56242.0,0,1,72,689,8,167,11,8,88,5,8,4,11,6,483,45,971,Partner,1,3,1
Graduate,48904.0,0,1,1,283,10,38,0,13,27,4,7,2,4,8,574,54,371,Alone,1,2,1
Graduate,56243.0,1,2,26,347,0,35,4,3,7,6,4,2,8,5,181,39,396,Alone,3,4,1
Graduate,21355.0,1,0,5,5,13,14,0,5,31,2,2,1,2,6,313,29,68,Partner,1,3,1
Postgraduate,57420.0,0,1,22,280,0,18,0,0,24,3,5,1,6,7,369,43,322,Partner,1,3,1
Postgraduate,46390.0,0,1,56,95,14,64,2,9,38,1,4,2,3,7,55,59,222,Alone,1,2,1
Undergraduate,54342.0,1,1,74,84,10,34,11,10,28,4,3,1,4,6,361,58,177,Partner,2,4,1
Graduate,20895.0,1,0,24,18,3,17,3,0,4,1,2,0,3,9,631,41,45,Partner,1,3,1
Graduate,92344.0,0,0,9,992,24,694,51,19,119,0,5,10,5,1,165,66,1899,Partner,0,2,0
Undergraduate,26907.0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,313,38,22,Partner,2,4,1
Graduate,44964.0,1,1,35,19,1,17,2,0,2,1,1,0,3,8,560,34,41,Partner,2,4,1
Graduate,75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,58,35,1440,Partner,0,2,0
Postgraduate,53761.0,1,1,7,158,0,76,13,7,71,6,4,4,3,5,261,42,325,Partner,2,4,1
Graduate,22682.0,1,0,51,10,14,29,4,2,36,3,2,1,4,4,269,41,95,Partner,1,3,1
Postgraduate,38887.0,1,0,17,25,1,13,0,0,3,1,1,0,3,7,119,42,42,Partner,1,3,1
Undergraduate,41658.0,1,1,30,8,4,12,15,4,29,2,1,1,2,4,597,39,72,Alone,2,3,1
Postgraduate,29791.0,1,0,21,14,0,6,0,0,0,2,2,0,3,5,45,42,20,Partner,1,3,1
Postgraduate,63915.0,0,2,2,622,7,115,30,0,15,2,6,3,12,5,334,58,789,Partner,2,4,1
Graduate,39996.0,1,1,85,11,0,3,0,0,1,1,1,0,2,6,38,40,15,Alone,2,3,1
Graduate,26759.0,1,0,65,25,3,16,8,5,2,2,2,1,3,6,142,42,59,Alone,1,2,1
Postgraduate,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,434,46,908,Alone,1,2,1
Postgraduate,51039.0,1,1,11,100,64,79,65,0,109,2,6,2,4,7,566,45,417,Partner,2,4,1
Graduate,60544.0,1,1,92,201,2,43,3,5,35,4,5,1,5,6,673,53,289,Partner,2,4,1
Graduate,65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,92,42,769,Partner,1,3,1
Graduate,37716.0,0,1,4,97,1,41,6,2,41,2,4,1,3,7,69,61,188,Partner,1,3,1
Graduate,36864.0,0,1,53,204,5,39,17,0,89,3,5,2,4,8,685,57,354,Alone,1,2,1
Postgraduate,44511.0,1,0,39,513,7,133,46,14,14,6,8,4,8,8,625,44,727,Partner,1,3,1
Postgraduate,36947.0,1,1,49,88,3,21,4,1,29,4,3,0,4,9,691,47,146,Partner,2,4,1
Postgraduate,47352.0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,444,63,319,Partner,1,3,1
Postgraduate,67087.0,0,1,40,329,35,222,130,35,43,2,7,5,8,4,194,61,794,Partner,1,3,1
Graduate,57045.0,0,1,40,296,13,104,11,13,17,3,4,2,9,3,659,64,454,Partner,1,3,1
Postgraduate,36957.0,1,1,43,100,2,16,2,1,31,4,3,2,2,9,661,61,152,Alone,2,3,1
Postgraduate,69389.0,0,1,17,422,7,238,69,46,15,1,7,2,12,4,639,37,797,Partner,1,3,1
Graduate,80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,405,42,1690,Partner,1,3,1
Postgraduate,43142.0,1,1,84,5,1,7,2,1,4,1,1,0,2,7,131,45,20,Partner,2,4,1
Graduate,80589.0,0,0,25,507,93,520,242,40,26,1,5,10,5,1,158,70,1428,Partner,0,2,0
Graduate,34412.0,1,0,62,52,12,50,4,36,55,3,5,0,3,9,501,24,209,Alone,1,2,1
Graduate,57537.0,1,0,83,191,56,139,51,8,100,4,4,3,8,4,384,35,545,Alone,1,2,1
Undergraduate,22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,529,48,96,Partner,0,2,0
Graduate,51315.0,0,0,45,68,28,39,16,30,41,1,2,2,5,2,126,66,222,Partner,0,2,0
Graduate,36026.0,2,1,34,20,4,10,6,4,17,2,2,0,3,6,105,42,61,Partner,3,5,1
Graduate,24639.0,1,1,3,20,3,16,0,4,1,3,2,0,4,6,152,41,44,Partner,2,4,1
Postgraduate,34578.0,2,1,1,7,0,1,0,0,0,1,1,0,2,6,79,42,8,Partner,3,5,1
Undergraduate,65704.0,0,0,18,279,172,74,38,8,246,1,2,10,10,1,259,42,817,Alone,0,1,0
Graduate,63810.0,0,1,45,977,12,253,16,12,101,4,4,3,12,8,595,48,1371,Alone,1,2,1
Postgraduate,54132.0,0,1,81,30,1,8,0,0,3,1,1,0,3,7,133,45,42,Partner,1,3,1
Graduate,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,548,55,60,Partner,0,2,0
Graduate,28164.0,1,0,23,3,18,26,11,8,12,3,2,0,4,7,421,44,78,Partner,1,3,1
Postgraduate,34596.0,1,0,48,14,0,2,0,0,7,1,1,0,2,8,442,40,23,Partner,1,3,1
Postgraduate,43269.0,1,0,61,10,1,7,0,0,1,1,1,0,2,8,286,42,19,Partner,1,3,1
Undergraduate,38741.0,1,1,60,7,10,17,8,6,13,2,2,0,3,7,91,56,61,Alone,2,3,1
Graduate,31907.0,0,0,75,33,87,64,175,16,74,1,6,1,6,7,482,42,449,Alone,0,1,0
Postgraduate,27100.0,1,0,64,12,0,13,2,0,10,1,1,0,3,7,450,31,37,Partner,1,3,1
Undergraduate,31163.0,1,0,54,2,3,10,11,2,10,1,1,0,3,6,136,41,38,Alone,1,2,1
Graduate,92533.0,0,0,84,693,21,118,110,147,42,1,6,5,11,2,192,29,1131,Partner,0,2,0
Graduate,34853.0,1,1,75,9,3,15,2,3,2,2,2,0,3,6,188,41,34,Alone,2,3,1
Graduate,70844.0,1,1,16,129,26,67,3,67,2,5,6,1,5,7,242,47,294,Alone,2,3,1
Undergraduate,31086.0,1,1,79,16,2,11,3,0,16,2,1,1,2,8,421,35,48,Partner,2,4,1
Graduate,60544.0,1,1,92,201,2,43,3,5,35,4,5,1,5,6,673,53,289,Partner,2,4,1
Undergraduate,20491.0,0,0,16,5,4,5,4,2,10,1,0,1,2,7,520,28,30,Partner,0,2,0
Graduate,42523.0,0,0,96,14,36,11,3,26,35,1,1,1,4,2,67,50,125,Partner,0,2,0
Graduate,39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,500,31,156,Partner,1,3,1
Graduate,33402.0,1,1,60,26,2,19,10,5,8,3,2,1,3,8,346,62,70,Partner,2,4,1
Postgraduate,36408.0,1,1,11,9,1,4,3,2,3,1,1,0,2,6,281,65,22,Partner,2,4,1
Graduate,21645.0,1,0,75,14,0,23,4,5,19,3,3,0,3,9,664,35,65,Partner,1,3,1
Postgraduate,78427.0,0,0,36,972,19,595,180,26,138,3,3,7,10,3,613,66,1930,Alone,0,1,0
Graduate,82657.0,0,0,71,966,168,672,246,105,126,1,7,5,10,4,275,68,2283,Partner,0,2,0
Graduate,51876.0,0,0,88,99,27,102,28,48,6,1,2,2,8,1,257,56,310,Partner,0,2,0
Undergraduate,78041.0,0,0,93,482,35,553,72,160,17,1,4,4,9,2,560,43,1319,Partner,0,2,0
Graduate,52852.0,0,1,93,714,8,99,11,0,47,4,10,7,5,8,575,57,879,Partner,1,3,1
Postgraduate,70038.0,0,0,54,587,54,348,71,54,130,1,4,4,8,2,247,32,1244,Partner,0,2,0
Undergraduate,69401.0,0,1,41,399,27,159,58,8,39,4,4,4,5,2,98,41,690,Partner,1,3,1
Graduate,46053.0,1,0,46,56,10,92,19,7,25,3,3,2,4,5,497,42,209,Partner,1,3,1
Graduate,77343.0,0,0,28,227,151,573,98,54,31,1,3,4,9,1,20,49,1134,Partner,0,2,0
Graduate,73892.0,0,0,40,703,102,601,0,58,43,1,3,11,8,1,228,61,1507,Alone,0,1,0
Postgraduate,40304.0,1,0,82,37,0,17,0,0,3,1,2,0,3,7,272,47,57,Alone,1,2,1
Postgraduate,32727.0,0,0,38,167,13,180,86,13,70,2,7,3,5,8,670,49,529,Partner,0,2,0
Graduate,68695.0,0,0,3,458,81,356,106,50,40,1,4,4,7,2,4,45,1091,Partner,0,2,0
Graduate,43300.0,0,1,87,91,3,52,2,1,31,3,4,0,4,8,624,43,180,Alone,1,2,1
Graduate,26290.0,1,1,49,15,8,16,11,5,22,4,2,0,4,6,533,42,77,Partner,2,4,1
Graduate,93790.0,0,0,16,1302,68,731,89,114,45,0,6,7,12,2,137,44,2349,Alone,0,1,0
Postgraduate,38410.0,0,0,65,153,64,123,116,64,14,2,5,2,9,6,653,40,534,Partner,0,2,0
Postgraduate,64866.0,0,1,9,508,5,21,7,5,10,4,7,3,7,5,154,64,556,Alone,1,2,1
Graduate,57957.0,0,1,24,290,59,177,77,5,29,7,4,6,8,3,314,55,637,Partner,1,3,1
Postgraduate,46015.0,1,1,25,38,0,2,0,0,6,1,1,0,3,7,77,59,46,Partner,2,4,1
Graduate,16531.0,1,0,43,2,13,6,7,5,11,3,3,0,3,7,11,36,44,Partner,1,3,1
Postgraduate,28072.0,1,0,10,30,0,10,2,0,5,1,1,0,3,7,356,28,47,Partner,1,3,1
Postgraduate,49476.0,0,1,29,386,23,95,54,41,196,4,2,11,5,2,374,51,795,Alone,1,2,1
Graduate,50725.0,0,1,45,443,10,75,0,10,48,4,8,1,8,8,501,61,586,Partner,1,3,1
Graduate,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,413,62,1574,Partner,0,2,0
Postgraduate,41145.0,1,1,20,9,0,3,0,0,1,1,0,0,3,3,141,64,13,Partner,2,4,1
Graduate,67419.0,0,1,29,846,84,352,91,56,42,4,9,4,8,5,529,44,1471,Partner,1,3,1
Undergraduate,23162.0,1,1,82,8,3,9,19,4,22,3,1,1,3,6,190,44,65,Partner,2,4,1
Graduate,34380.0,1,0,68,72,7,58,13,1,24,4,4,1,3,8,423,37,175,Partner,1,3,1
Graduate,34704.0,0,1,65,29,0,5,0,1,5,1,1,0,3,5,428,48,40,Alone,1,2,1
Postgraduate,94871.0,0,2,99,169,24,553,188,0,144,1,8,5,4,7,666,45,1078,Partner,2,4,1
Graduate,65148.0,0,1,9,460,35,422,33,12,153,2,6,6,7,4,590,56,1115,Partner,1,3,1
Graduate,39898.0,0,1,20,69,8,26,12,7,12,2,3,0,4,7,502,60,134,Partner,1,3,1
Postgraduate,64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,583,58,1540,Alone,0,1,0
Postgraduate,59892.0,0,1,26,73,0,13,0,1,0,1,2,1,3,3,239,44,87,Partner,1,3,1
Postgraduate,41020.0,0,0,68,112,1,54,7,7,36,1,3,2,4,3,244,27,217,Alone,0,1,0
Postgraduate,57072.0,0,1,79,944,0,60,0,0,30,2,7,5,13,5,156,53,1034,Partner,1,3,1
Graduate,60474.0,0,1,25,265,199,303,234,9,170,7,10,2,12,7,454,35,1180,Alone,1,2,1
Graduate,62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,667,54,819,Partner,1,3,1
Undergraduate,19414.0,1,0,32,2,3,12,3,5,7,1,1,0,3,8,256,33,32,Partner,1,3,1
Graduate,19107.0,1,0,49,2,4,9,10,5,16,2,1,0,3,7,311,34,46,Partner,1,3,1
Undergraduate,75484.0,0,1,50,378,97,259,197,194,34,2,7,3,6,4,696,38,1159,Partner,1,3,1
Postgraduate,70379.0,0,1,84,553,25,142,65,67,8,3,6,3,13,4,483,38,860,Alone,1,2,1
Postgraduate,79419.0,0,0,96,751,127,687,20,15,31,1,4,6,4,2,7,44,1631,Partner,0,2,0
Postgraduate,64014.0,2,1,56,406,0,30,0,0,8,7,8,2,5,7,19,68,444,Partner,3,5,1
Graduate,76998.0,0,1,85,1449,89,161,69,35,107,2,11,8,8,6,534,59,1910,Partner,1,3,1
Postgraduate,49854.0,1,0,63,123,17,171,39,0,30,5,6,2,5,6,231,42,380,Partner,1,3,1
Postgraduate,60585.0,1,1,17,267,42,309,55,42,21,10,7,4,9,5,370,43,736,Partner,2,4,1
Postgraduate,42873.0,1,1,11,209,0,40,3,2,15,4,6,1,4,8,524,64,269,Alone,2,3,1
Graduate,87679.0,0,0,62,1259,172,815,97,148,33,1,7,11,10,4,337,26,2524,Partner,0,2,0
Graduate,57867.0,1,0,48,344,35,178,15,23,17,7,7,2,9,6,271,36,612,Partner,1,3,1
Graduate,35765.0,1,0,86,22,3,30,0,5,15,2,2,0,4,6,200,24,75,Partner,1,3,1
Graduate,65492.0,0,0,73,247,161,295,210,85,47,2,4,7,13,2,154,55,1045,Partner,0,2,0
Graduate,32952.0,1,0,36,38,0,12,3,1,1,1,2,0,3,7,210,37,55,Alone,1,2,1
Postgraduate,53374.0,0,1,34,896,10,101,13,10,34,6,4,2,9,9,682,45,1064,Partner,1,3,1
Graduate,71706.0,0,1,16,931,56,253,91,98,14,4,9,5,7,5,593,55,1443,Partner,1,3,1
Graduate,68487.0,0,0,48,758,12,385,33,89,89,1,9,7,13,4,532,26,1366,Partner,0,2,0
Postgraduate,53253.0,1,1,61,216,9,57,20,9,125,7,4,3,5,5,503,39,436,Partner,2,4,1
Undergraduate,31163.0,1,0,54,2,3,10,11,2,10,1,1,0,3,6,136,41,38,Alone,1,2,1
Graduate,42014.0,1,0,56,244,15,108,4,15,50,6,7,1,6,8,681,37,436,Partner,1,3,1
Postgraduate,54108.0,1,1,74,539,6,91,8,6,97,13,8,2,9,8,601,41,747,Partner,2,4,1
Postgraduate,49667.0,0,0,35,1181,26,120,17,13,39,2,5,10,5,8,678,59,1396,Alone,0,1,0
Postgraduate,63206.0,0,0,65,750,8,125,11,8,26,1,4,3,6,2,101,40,928,Partner,0,2,0
Postgraduate,57136.0,1,1,48,306,5,109,21,109,92,9,5,2,10,6,355,42,642,Partner,2,4,1
Undergraduate,46772.0,0,1,88,350,104,189,197,151,57,6,11,8,5,8,599,39,1048,Partner,1,3,1
Postgraduate,78931.0,0,0,19,331,197,170,58,152,35,1,2,8,13,1,247,43,943,Partner,0,2,0
Graduate,53977.0,0,1,21,620,16,165,0,24,82,5,5,5,12,5,386,56,907,Partner,1,3,1
Graduate,84219.0,0,0,27,434,137,400,45,137,45,1,3,4,10,1,147,26,1198,Partner,0,2,0
Postgraduate,46098.0,1,1,86,57,0,27,0,0,36,4,3,2,2,8,680,39,120,Alone,2,3,1
Graduate,73538.0,0,1,92,811,76,428,99,137,107,3,10,4,9,7,581,49,1658,Partner,1,3,1
Graduate,79529.0,0,0,1,423,42,706,73,197,197,1,4,8,9,2,63,28,1638,Partner,0,2,0
Undergraduate,20981.0,0,0,14,2,12,10,6,13,30,1,3,1,2,8,425,37,73,Partner,0,2,0
Graduate,51766.0,1,0,74,60,51,87,6,20,51,2,4,2,4,5,110,34,275,Alone,1,2,1
